name,ingredient,instructions
Orchid Cocktail,"Old mr. boston dry gin 2.0 oz
Egg white 1.0 units
Creme yvette 1.0 oz",Shake with ice and strain into cocktail glass.
Outrigger,"Peach-flavored brandy 1.0 oz
Lime vodka 1.0 oz
Pineapple juice 1.0 oz",Shake with ice and strain into old-fashioned glass over ice cubes.
Pacific Sunshine,"Lemon wheels 1.0 units
Coarse salt 1.0 oz
Blanco tequila 1.5 oz
Blue curacao 1.5 oz
Simple syrup 0.75 oz
Lemon juice 0.75 oz
Angostura bitters 1.0 oz",Rim chilled hurricane or parfait glass with lemon and salt; reserve lemon. Shake remaining ingredients with ice in mixing glass. Pour with ice into glass. Garnish with reserved lemon wheel.
Pacman,"Lemon juice 2.0 oz
Grenadine 1.0 oz
Bitters 1.0 oz
Ginger ale 3.0 oz","Add grenadine, lemon juice, and bitters to collins filled with ice. Top  with wedge of lime. with ginger ale. Notch an orange slice and slide down side of glass."
Paddington,"Absinthe 1.0 oz
Light rum 1.5 oz
Lillet blanc 0.5 oz
Fresh grapefruit juice 0.5 oz
Lemon juice 0.5 oz
Orange marmalade 1.0 oz
Grapefruit twist 1.0 units","Pour absinthe into chilled cocktail glass, swirl to coat inside, and discard excess. Shake remaining ingredients with ice and strain into glass. Add grapefruit twist."
Palmer Cocktail,"Blended whiskey 2.0 oz
Bitters 1.0 oz
Lemon juice 0.5 oz",Stir with ice and strain in cocktail glass.
Palmetto Cocktail,"Light rum 1.5 oz
Dry vermouth 1.5 oz
Angostura bitters 2.0 oz",Stir with ice and strain into chilled cocktail glass.
Paloma,"Blanco tequila 2.0 oz
Grapefruit-flavored soda 1.0 units
Lime wedges 1.0 units",Pour tequila into ice-filled Collins glass. Fill glass with soda and stir briefly. Garnish with lime wedge.
Paloma (Natural),"Blanco tequila 2.0 oz
Soda water 3.0 oz
Fresh white 2.0 oz",Pour tequila and grapefruit juice into ice-filled Collins glass. Fill with soda water and stir briefly. Garnish with lime wedge.
Paloma (Natural) with Ruby red grapefruit juice,"Ruby red grapefruit juice 2.0 oz
Blanco tequila 2.0 oz
Soda water 3.0 oz",Pour tequila and grapefruit juice into ice-filled Collins glass. Fill with soda water and stir briefly. Garnish with lime wedge.
Pancho Villa,"Anejo tequila 1.0 oz
Aperol 0.75 oz
Sweet vermouth 0.75 oz
Peach bitters 1.0 oz
Grapefruit twist 1.0 units",Stir with ice and strain into chilled cocktail glass. Garnish with grapefruit twist.
Paris When It Sizzles,"Elderflower liqueur 0.75 oz
Dark rum 2.0 oz
Lime juice 0.5 oz
Angostura bitters 1.0 oz
Lime wedges 1.0 units",Shake with ice and strain into chilled cocktail glass. Garnish with lime.
Parisian Blonde Cocktail,"Sweet cream 0.75 oz
Old mr. boston triple sec 0.75 oz
Jamaica rum 0.75 oz",Shake with ice and strain into cocktail glass.
Passion Daiquiri Cocktail,"Old mr. boston rum 1.5 oz
Lime juice 1.0 oz
Powdered sugar 1.0 oz
Passion fruit juice 1.0 oz",Shake with ice and strain into cocktail glass.
Passion Mimosa,"Chilled passion fruit juice 2.0 oz
Chilled champagne 2.0 oz","Pour chilled juice into champagne flute, fill with chilled champagne. Garnish with strawberry."
Peach Blossom,"Lemon juice 1.0 oz
Powdered sugar 0.5 oz
Gin 2.0 oz
Peach 0.5 oz",Shake with ice and strain into highball glass over ice cubes. Fill with carbonated water and stir.
Peach Blow Fizz,"Lemon juice 0.5 oz
Powdered sugar 1.0 oz
Light cream 1.0 oz
Gin 2.0 oz
Peach 0.25 oz",Shake with ice and strain into highball glass over ice cubes. Fill with carbonated water and stir.
Peach Iced Tea,"Peach-flavored vodka 1.5 oz
Orange curacao 0.5 oz
Lemon juice 0.75 oz
Honey syrup 0.5 oz
Iced tea 2.0 oz
Peach slices 1.0 units
Lemon wheels 1.0 units",Shake with ice and strain into ice-filled Collins glass. Garnish with peach and lemon.
Pearl Button,"Cachaca 2.0 oz
Lillet blanc 0.75 oz
Lime juice 0.5 oz
Pineapple wedge 1.0 units
Maraschino cherry 1.0 units",Shake first three ingredients with ice and strain into ice-filled Collins glass. Top with soda. Garnish with pineapple and cherry.
Peggy Cocktail,"Dry vermouth 0.75 oz
Gin 1.5 oz
Anis 0.25 oz
Dubonnet 0.25 oz",Stir with ice and strain into cocktail glass.
Petit Zinc,"Vodka 1.0 oz
Triple sec 0.5 oz
Sweet vermouth 0.5 oz
Orange juice 0.5 oz",Shake with ice and strain into chilled cocktail glass. Garnish with orange.
Phoebe Snow,"Dubonnet 1.5 oz
Brandy 1.5 oz
Anis 0.5 oz",Stir with ice and strain into cocktail glass.
Phoebe Snow Cocktail,"Dubonnet 1.5 oz
Old mr. boston five star brandy 1.5 oz
Absinthe 0.5 oz",Stir with ice and strain into cocktail glass.
Pickled Martini,"Vodka 2.0 oz
Dry vermouth 0.25 oz
Sweet pickle brine 0.75 oz
Sweet pickle slice 1.0 units",Stir with ice and strain into chilled cocktail glass. Garnish with pickle.
Pickled Pink,"Vodka 2.0 oz
Aquavit 1.0 oz
Dill pickle brine 0.5 oz
Angostura bitters 2.0 oz",Shake with ice and strain into cocktail glass. Garnish with dill.
Pike's Peak Cooler,"Cider 1.0 units
Lemon juice 0.5 oz
Powdered sugar 1.0 oz
Egg 1.0 units",Shake with ice and strain into collins glass with cracked ice. Fill with cider and stir. Insert a spiral of orange or lemon peel (or both) and dangle over rim of glass.
Pina Agave,"Cucumber 5.0 oz
Blanco tequila 1.5 oz
Pineapple juice 1.0 oz
Lemon juice 0.75 oz
Agave nectar 0.5 oz
Lemon-lime soda 3.0 oz",Muddle 2 cucumber slices in mixing glass. Add the next four ingredients. Shake with ice and strain into chilled cocktail glass. Top with soda and garnish with cucumber slice.
Pineapple Cocktail,"Light rum 1.5 oz
Pineapple juice 0.75 oz
Lemon juice 0.5 oz",Shake with ice and strain into chilled cocktail glass.
Pineapple Dream Cocktail,"Pineapple juice 0.5 oz
Lime juice 0.5 oz
Old mr. boston imported rum 1.0 oz",Shake well with cracked ice and strain into 3 oz. cocktail glass.
Pineapple Fizz,"Light rum 2.0 oz
Pineapple juice 1.0 oz
Simple syrup 1.0 oz","Shake rum, pineapple juice, and syrup with ice and strain into chilled highball glass over 2 ice cubes. Fill with soda water and stir."
Ping-Pong Cocktail,"Lemon juice 0.25 oz
Egg white 1.0 units
Sloe gin 2.0 oz",Shake with ice and strain into cocktail glass.
Pink Creole,"Light rum 1.5 oz
Lime juice 0.5 oz
Grenadine 0.25 oz
Half-and-half 0.25 oz
Rum-soaked black cherry 1.0 units",Shake with ice and strain into chilled cocktail glass. Add cherry.
Pink Lady Cocktail,"Egg white 1.0 units
Grenadine 1.0 oz
Sweet cream 1.0 oz
Old mr. boston dry gin 1.5 oz",Shake with ice and strain into cocktail glass.
Pink Lemonade,"Citrus-flavored vodka 1.5 oz
Triple sec 0.25 oz
Lime juice 0.25 oz
Lemon juice 0.25 oz
Simple syrup 0.25 oz
Cranberry juice 2.0 oz
Lemon wheels 2.0 units",Shake with ice and strain into ice-filled Collins glass. Garnish with lemon.
Pink Paradise,"Coconut-flavored rum 1.5 oz
Amaretto 1.0 oz
Cranberry juice 3.0 oz
Pineapple juice 1.5 oz
Pineapple wedge 1.0 units
Maraschino cherry 1.0 units",Stir ingredients in ice-filled hurricane glass. Garnish with pineapple and cherry.
Pink Pussycat,"Vodka 1.5 oz
Grenadine 0.5 oz
Pineapple 0.5 units",Pour ingredients into ice-filled highball glass and stir.
Pink Pussycat with Grapefruit juice,"Grapefruit juice 2.0 oz
Vodka 1.5 oz
Grenadine 0.5 oz",Pour ingredients into ice-filled highball glass and stir.
Pink Rose Fizz,"Lemon juice 0.5 oz
Powdered sugar 1.0 oz
Egg white 1.0 units
Light cream 2.0 oz
Gin 2.0 oz",Shake with ice and strain into highball glass over two ice cubes. Fill with carbonated water and stir.
Pink Squirrel Cocktail,"Mr. boston creme de noyaux 1.0 oz
Old mr. boston white creme de cacao 1.0 oz
Light sweet cream 1.0 oz",Shake with ice and strain into cocktail glass.
Plain Vermouth Cocktail,"Dry vermouth 1.0 oz
Sweet vermouth 1.0 oz
Orange bitters 1.0 oz",See Vermouth Cocktail on page 189.
Planter's Cocktail,"Jamaica rum 1.5 oz
Lemon juice 0.5 oz
Simple syrup 1.0 oz",Shake with ice and strain into chilled cocktail glass.
Planter's Punch No. 1,"Light rum 2.5 oz
Lime juice 2.0 oz
Simple syrup 0.5 oz
Soda water 2.0 oz
Grenadine 1.0 oz
Lemon 1.0 units
Orange 1.0 units
Pineapple slices 1.0 units
Maraschino cherry 1.0 units","Stir rum, lime juice, syrup, and bitters in ice-filled Collins glass until glass is frosted. Fill with soda water and top with grenadine. Garnish with the fruit. Serve with a straw."
Planter's Punch No. 2,"Light rum 2.0 oz
Orange juice 2.0 oz
Lime juice 1.0 oz
Jamaica rum 1.0 oz
Grenadine 1.0 oz
Pineapple juice 0.5 oz
Lemon juice 0.25 oz
Triple sec 0.25 oz
Lemon 1.0 units
Orange 1.0 units
Pineapple slices 1.0 units
Maraschino cherry 1.0 units
Mint sprigs 1.0 units","Stir first five ingredients in ice-filled Collins glass until glass is frosted. Add Jamaican rum, stir, and top with triple sec and grenadine. Garnish with fruit and mint. Serve with a straw."
Plaza Cocktail,"Sweet vermouth 0.75 oz
Dry vermouth 0.75 oz
Gin 0.75 oz",Shake with ice and strain into cocktail glass. Add a strip of pineapple.
Poker Cocktail,"Light rum 1.5 oz
Sweet vermouth 1.5 oz",Stir with ice and strain into chilled cocktail glass.
Pollyanna Cocktai,"Orange 3.0 units
Pineapple 0.5 units
Gin 2.0 oz
Sweet vermouth 0.5 oz
Grenadine 0.5 oz",Muddle ingredients. Shake with ice and strain into cocktail glass.
Pollyanna Cocktail,"Orange peel 3.0 units
Pineapple 0.5 units
Old mr. boston dry gin 2.0 oz
Sweet vermouth 0.5 oz","Muddle oranges and 3 slices of pineapple with gin, vermouth, and grenadine.  Shake with ice and strain into cocktail glass."
Polonaise,"Brandy 1.5 oz
Blackberry-flavored brandy 1.0 oz
Dry sherry 0.5 oz
Lemon juice 1.0 oz",Shake with ice and strain into old-fashioned glass over ice cubes.
Polynesian Cocktail,"Lime wedges 1.0 units
Superfine sugar 1.0 oz
Vodka 1.5 oz
Cherry-flavored brandy 0.75 oz
Lime juice 0.75 oz",Rim chilled cocktail glass with lime and sugar. Shake ingredients with ice and strain into glass.
Port Wine Cobbler,"Sugar 0.5 oz
Carbonated water 2.0 oz
Shaved ice 1.0 units
Port 3.0 oz",Dissolve 1 teaspoon powdered sugar in 2 oz. carbonated water; then fill goblet with shaved ice and add 3 oz. port. Stir and decorate with fruits in season. Serve with straws.
Port Wine Flip,"Egg 1.0 units
Powdered sugar 1.0 oz
Port 1.5 oz
Light cream (if desired) 2.0 oz",Shake with ice and strain into sour glass. Sprinkle a little nutmeg on top.
Pousse L'Amour,"Maraschino 1.0 oz
Egg yolk 1.0 units
Benedictine 0.5 oz
Brandy 0.5 oz","Pour carefully, in order given, into 2-oz. sherry glass, so that each ingredient floats on preceding one"
Prado,"Tequila 1.5 oz
Lemon juice 0.75 oz
Maraschino 1.0 oz
Egg white 0.5 units
Grenadine 1.0 oz",Shake with ice and strain into sour glass. Add a slice of lime and a cherry.
Praire Chicken,"Old mr. boston dry gin 1.0 oz
Egg 1.0 units
Pepper 1.0 oz
Salt 1.0 oz",Open egg without breaking the yolk and put in wine glass. Pour gin on top. Add pepper and salt.
Praire Oyster Cocktail,"Old mr. boston five star brandy 1.0 oz
Worcestershire sauce 1.0 oz
Tomato catsup 1.0 oz
Vinegar 1.0 oz
Pepper 1.0 oz",Shake with ice and strain into old-fashioned glass over two ice cubes. Place an egg yolk on top without breaking it. Add dash of cayenne pepper.
Prairie Chicken,"Gin 1.0 oz
Egg 1.0 units
Pepper 1.0 oz
Salt 1.0 oz",Open egg without breaking the yolk and put in wine glass. Pour gin on top. Add pepper and salt.
Prairie Oyster,"Brandy 1.0 oz
Worcestershire sauce 1.0 oz
Ketchup 1.0 oz
Vinegar 1.0 oz
Pepper 1.0 oz",Shake with ice and strain into old-fashioned glass over two ice cubes.  Place an egg yolk on top without breaking it. Add a dash of cayenne pepper.
Prairie Oyster Cocktail,"Old mr. boston five star brandy 1.0 oz
Worcestershire sauce 1.0 oz
Tomato catsup 1.0 oz
Vinegar 1.0 oz
Pepper 1.0 oz
Egg yolk 1.0 units",Shake with ice and strain into old-fashioned glass over two ice cubes. Place an egg yolk on top without breaking it. Add a dash of cayenne pepper.
Pretty In Pink,"Vodka 2.0 oz
Cranberry juice 0.5 oz
Creme de noyaux 0.75 oz
Lemon juice 0.75 oz",Shake first four ingredients and strain into ice-filled Collins glass. Top with soda water.
Prince's Smile Cocktail,"Old mr. boston apricot flavored brandy 0.5 oz
Apple brandy 0.5 oz
Old mr. boston dry gin 1.0 oz
Lemon juice 0.25 oz",Shake with ice and strain into cocktail glass.
Priority Cocktail,"Vodka 2.0 oz
Calvados 0.5 oz
Coffee liqueur 0.5 oz
Lemon twist 1.0 units",Stir with ice and strain into chilled cocktail glass. Add lemon twist.
Prohibition Punch,"Dark rum 1.5 oz
Grand marnier 0.75 oz
Passion fruit juice 1.0 oz
Cranberry juice 1.0 oz
Lemon juice 0.25 oz
Champagne 2.0 oz",Shake first five ingredients with ice. Strain into ice-filled snifter. Top with Champagne.
Puerto Apple,"Applejack 1.5 oz
Light rum 0.75 oz
Lime juice 1.0 oz
Orgeat syrup 1.0 oz",Shake with ice and strain into old-fashioned glass over ice cubes. Decorate with a slice of lime.
Puerto Rican Rum Daisy,"Dark rum 1.5 oz
Orange curacao 0.25 oz
Lemon juice 0.75 oz
Orange juice 0.5 oz
Simple syrup 0.5 oz
Angostura bitters 1.0 oz
Freshly grated nutmeg 1.0 units
Orange wheel 1.0 units",Shake with ice and strain into chilled cocktail glass. Top with nutmeg and garnish with orange.
Purple Mask,"Vodka 1.0 oz
Concord grape juice 1.0 oz
White creme de cacao 0.5 oz",Shake with ice and strain into chilled cocktail glass.
Purple Pancho,"Lime wedges 1.0 units
Superfine sugar 1.0 oz
Blanco tequila 1.0 oz
Blue curacao 0.5 oz
Sloe gin 0.5 oz
Lime juice 2.0 oz
Lemon juice 1.0 oz
Simple syrup 1.0 oz
Lime wheels 1.0 units",Rim chilled cocktail or margarita glass with lime wedge and sugar. Shake remaining ingredients with ice and pour with ice into glass. Garnish with lime wheel.
Purple Passion,"Vodka 1.5 oz
Grapefruit juice 2.0 oz
Concord grape juice 2.0 oz
Simple syrup 0.5 oz",Shake with ice. Pour with ice into Collins glass.
Purple Passion Iced Tea,"Vodka 0.5 oz
Light rum 0.5 oz
Gin 0.5 oz
Black raspberry liqueur 0.5 oz
Simple syrup 0.5 oz
Lemon juice 0.75 oz",Pour ingredients into ice-filled highball glass in order listed and stir. Add lemon twist.
Purple Ruby,"Vodka 1.5 oz
Pomegranate juice 1.5 oz
Grapefruit juice 0.5 oz
Lime juice 0.25 oz
Honey syrup 0.25 oz
Grapefruit twist 1.0 units",Shake with ice and strain into chilled cocktail glass. Add grapefruit twist.
Purple Twister,"Old mr. boston grape vodka 2.0 oz
Cola 3.0 oz
Lemon slice 1.0 units","Pour into collins glass over ice cubes. Fill with cola, add slice of lemon, and stir."
Quaker's Cocktail,"Light rum 0.75 oz
Brandy 0.75 oz
Lemon juice 0.5 oz
Raspberry syrup 0.25 oz",Shake with ice and strain into chilled cocktail glass.
Quarter Deck Cocktail,"Light rum 1.5 oz
Cream sherry 0.5 oz
Lime juice 0.5 oz",Stir with ice and strain into chilled cocktail glass.
Queen Bee,"Lime vodka 1.5 oz
Coffee-flavored brandy 1.0 oz
Cream sherry 0.5 oz",Shake with ice and strain into cocktail glass.
Queen Elizabeth Cocktail,"Old mr. boston dry gin 1.5 oz
Dry vermouth 0.5 oz
Benedictine 1.5 oz",Stir with ice and strain into cocktail glass.
Quetzalcoatl,"Blanco tequila 1.0 oz
Mezcal 0.75 oz
Creme de peche 0.5 oz
Guava puree 0.5 oz
Grapefruit juice 0.5 oz
Grapefruit twist 1.0 units",Shake with ice and strain into cocktail glass. Add grapefruit twist.
Racquet Club Cocktail,"Gin 1.5 oz
Dry vermouth 0.75 oz
Orange bitters 1.0 oz",Stir with ice and strain into cocktail glass.
Ramos Fizz,"Lemon juice 0.5 oz
Egg white 1.0 units
Powdered sugar 1.0 oz
Gin 2.0 oz
Light cream 1.0 oz
Triple sec 0.5 oz",Shake with ice and strain into highball glass over two ice cubes. Fill with carbonated water and stir.
Rattlesnake Cocktail,"Blended whiskey 1.5 oz
Egg white 1.0 units
Lemon juice 1.0 oz
Powdered sugar 0.5 oz
Anis 0.25 oz",Shake with ice and strain into cocktail glass.
Rebel Charge,"Bourbon 1.0 oz
Triple sec 0.5 oz
Orange juice 1.0 oz
Lemon juice 1.0 oz
Egg white 0.5 units",Shake with ice and strain into old-fashioned glass over ice cubes. Add orange slice.
Red Apple,"Vodka 1.5 oz
Apple juice 1.0 oz
Lemon juice 0.5 oz
Grenadine 1.0 oz",Shake with ice and strain into chilled cocktail glass.
Red Raider,"Bourbon 1.0 oz
Triple sec 0.5 oz
Lemon juice 1.0 oz
Grenadine 1.0 oz",Shake with ice and strain into cocktail glass.
Red Swizzle,"Lime juice 1.0 oz
Powdered sugar 1.0 oz
Carbonated water 2.0 oz
Gin 2.0 oz
Bitters 2.0 oz
Grenadine 1.0 oz","Pour ingredients into ice-filled highball glass. With barspoon between your palms, move hands back and forth and up and down to quickly rotate and lift spoon, until glass is frosted. Add one tablespoon of grenadine. If desired, rum, brandy, or whiskey may be substituted for the gin."
Redhead Martini,"Strawberries 4.0 units
Lemon juice 0.75 oz
Simple syrup 0.75 oz
Citrus-flavored vodka 1.5 oz
Chilled moscato d'asti 1.0 oz",Muddle halved strawberries in mixing glass with lemon juice and syrup. Add vodka and ice and shake well. Strain into chilled cocktail glass. Add sparkling wine. Garnish with the strawberry.
Redhead Martini with Sweet sparkling wine,"Sweet sparkling wine 1.0 oz
Strawberries 4.0 units
Lemon juice 0.75 oz
Simple syrup 0.75 oz
Citrus-flavored vodka 1.5 oz",Muddle halved strawberries in mixing glass with lemon juice and syrup. Add vodka and ice and shake well. Strain into chilled cocktail glass. Add sparkling wine. Garnish with the strawberry.
Resolute Cocktail,"Lemon juice 0.25 oz
Apricot flavored brandy 0.5 oz
Gin 1.0 oz",Shake with ice and strain into cocktail glass.
Restless Native,"Coconut rum 2.0 oz
White creme de cacao 0.75 oz
Lime juice 1.5 oz
Light rum 1.5 oz",Shake with ice and strain into chilled cocktail glass. Garnish with lime spiral.
Ringo Starr,"Red grapes 3.0 oz
Lemon 0.5 units
Mint leaves 6.0 units
Sugar cube 1.0 oz
African rum 2.0 oz","Muddle grapes, lemon, mint, and sugar in shaker. Add rum and ice and shake briefly. Strain into chilled old-fashioned glass."
Rio Fix,"Pastis 2.0 oz
Cachaca 1.5 oz
Maraschino liqueur 0.5 oz
Lime juice 0.75 oz
Pineapple juice 0.5 oz",Pour pastis into chilled champagne flute and swirl to coat inside. Shake remaining ingredients with ice and strain into glass.
Rob Roy Cocktail,"Sweet vermouth 0.75 oz
Desmond & duff scotch whisky 1.5 oz",Stir with ice and strain into cocktail glass.
Robin's Nest,"Vodka 1.0 oz
Cranberry juice 1.0 oz
White creme de cacao 0.5 oz",Shake with ice and strain into chilled cocktail glass.
Robson Cocktail,"Jamaica rum 1.5 oz
Lemon juice 0.5 oz
Orange juice 0.5 oz
Grenadine 0.25 oz",Shake with ice and strain into chilled cocktail glass.
Rock & Rye Cocktail,"Rock 1.0 oz
Rye 1.0 oz
White port wine 1.0 oz
Dry vermouth 1.5 oz",Stir with ice and strain into cocktail glass.
Rock & Rye Cooler,"Rock 1.0 oz
Rye 1.0 oz
Vodka 1.5 oz
Lime juice 1.0 oz
Bitter lemon soda 1.0 units",Shake with ice and strain into collins glass over ice.
Rococo,"Cherry vodka 1.0 oz
Orange juice 1.0 oz
Triple sec 0.5 oz",Shake with ice and strain into cocktail glass.
Roselyn Cocktail,"Dry vermouth 0.75 oz
Gin 1.5 oz
Grenadine 0.5 oz",Stir with ice and strain into cocktail glass. Add a twist of lemon peel.
Rosemary Clementine Sparkle,"Vodka 1.5 oz
Lemon juice 0.75 oz
Honey syrup 0.75 oz
Fresh rosemary sprig 1.0 oz
Clementine 0.25 oz
Chilled sparkling wine 1.0 oz","Squeeze clementine into mixing glass. Twist rind and add to glass. Add vodka, lemon juice, syrup, and rosemary sprig. Add ice and shake. Strain into chilled cocktail glass. Top with sparkling wine or Champagne. Garnish with remaining rosemary sprig."
